Protein_ID	Cancer Driver
FIP1L1-202	Census
GOLGA5-201	Census
HOXA13-202	Census
HOXC11-202	Census
HOXD11-201	Census
KNSTRN-203	Census
KNSTRN-202	Census
KNSTRN-201	Census
LARP4B-202	Census
LARP4B-216	Census
LARP4B-207	Census
LARP4B-201	Census
LARP4B-213	Census
LHFPL6-203	Census
LHFPL6-201	Census
LSM14A-207	Census
LSM14A-201	Census
LSM14A-203	Census
MAP2K2-201	Census
MLLT10-218	Census
MLLT10-201	Census
MLLT10-215	Census
MLLT10-216	Census
MLLT10-217	Census
MLLT10-202	Census
MLLT10-222	Census
MLLT10-203	Census
MLLT10-219	Census
MLLT10-204	Census
MLLT11-201	Census
NUTM2B-202	Census
NUTM2B-201	Census
NUTM2D-202	Census
NUTM2D-201	Census
PHOX2B-201	Census
PICALM-202	Census
PICALM-224	Census
PICALM-204	Census
PICALM-218	Census
POLR2A-210	Census
POU5F1-201	Census
PRDM16-208	Census
PRDM16-201	Census
PRDM16-203	Census
PRDM16-206	Census
PRKACA-201	Census
PRKACA-208	Census
PWWP2A-201	Census
PWWP2A-202	Census
RAD51B-204	Census
RAD51B-201	Census
RAD51B-209	Census
RAD51B-207	Census
RAD51B-208	Census
RAD51B-214	Census
RAD51B-211	Census
S100A7-201	Census
S100A7-202	Census
ENST00000541135	Census
ENST00000543044	Census
SDHAF2-208	Census
SDHAF2-202	Census
SDHAF2-203	Census
SDHAF2-201	Census
SH3GL1-201	Census
SPECC1-206	Census
SPECC1-212	Census
SPECC1-214	Census
SPECC1-201	Census
SPECC1-232	Census
SPECC1-242	Census
SPECC1-245	Census
SPECC1-217	Census
SPECC1-248	Census
SPECC1-225	Census
SPECC1-210	Census
SPECC1-228	Census
SPECC1-227	Census
SPECC1-223	Census
SPECC1-226	Census
SPECC1-204	Census
SPECC1-218	Census
SPECC1-233	Census
SPECC1-246	Census
SPECC1-237	Census
SS18L1-201	Census
TENT5C-201	Census
THRAP3-204	Census
THRAP3-203	Census
THRAP3-201	Census
TMSB4X-202	Census
TMSB4X-203	Census
TMSB4X-204	Census
TMSB4X-201	Census
TRIM27-201	Census
TRIM27-202	Census
ZCCHC8-210	Census
ZNF331-206	Census
ZNF331-224	Census
ZNF331-209	Census
ZNF331-215	Census
ZNF331-223	Census
ZNF331-221	Census
ZNF331-218	Census
ZNF331-222	Census
ZNF331-225	Census
ZNF331-201	Census
ZNF331-202	Census
ZNF331-212	Census
ZNF331-214	Census
ZNF384-212	Census
ZNF384-210	Census
ZNF384-211	Census
ZNF384-203	Census
ZNF384-204	Census
ZNF384-215	Census
ZNF479-201	Census
ZNF479-202	Census
ASPSCR1-203	Census
ASPSCR1-202	Census
CNTNAP2-201	Census
CNTNAP2-205	Census
CREB3L1-206	Census
CREB3L2-201	Census
FAM131B-206	Census
FAM131B-202	Census
FAM131B-209	Census
FAM131B-201	Census
FAM131B-203	Census
HERPUD1-204	Census
HERPUD1-210	Census
HERPUD1-201	Census
IGF2BP2-204	Census
IGF2BP2-202	Census
MAP3K13-204	Census
MAP3K13-201	Census
MAP3K13-203	Census
MAP3K13-205	Census
MAP3K13-206	Census
MAP3K13-211	Census
NCKIPSD-208	Census
NCKIPSD-201	Census
NCKIPSD-204	Census
NCKIPSD-206	Census
POU2AF1-201	Census
PPFIBP1-204	Census
PPFIBP1-205	Census
PPFIBP1-202	Census
PRPF40B-202	Census
PRPF40B-201	Census
PRPF40B-209	Census
SLC34A2-201	Census
SLC34A2-203	Census
SLC34A2-204	Census
SLC34A2-202	Census
SLC34A2-207	Census
SMARCE1-202	Census
SMARCE1-233	Census
SMARCE1-245	Census
SMARCE1-248	Census
SMARCE1-226	Census
SMARCE1-218	Census
SMARCE1-201	Census
SMARCE1-205	Census
SMARCE1-206	Census
TMEM127-202	Census
TMEM127-201	Census
TMPRSS2-213	Census
TMPRSS2-201	Census
TMPRSS2-211	Census
TMPRSS2-204	Census
TMPRSS2-206	Census
TMPRSS2-210	Census
TMPRSS2-216	Census
TMPRSS2-205	Census
TMPRSS2-202	Census
TMPRSS2-218	Census
TMPRSS2-212	Census
TMPRSS2-220	Census
APOBEC3B-201	Census
ARHGAP26-222	Census
ARHGAP26-201	Census
CCNB1IP1-203	Census
CCNB1IP1-205	Census
CCNB1IP1-202	Census
CCNB1IP1-204	Census
CCNB1IP1-213	Census
CCNB1IP1-215	Census
CCNB1IP1-201	Census
KIAA1549-202	Census
KIAA1549-201	Census
LEPROTL1-202	Census
LEPROTL1-201	Census
LEPROTL1-206	Census
PAFAH1B2-204	Census
PAFAH1B2-202	Census
PAFAH1B2-206	Census
TNFRSF17-201	Census
ABCB1-201	Compendium
ABCB1-211	Compendium
ADGRB1-201	Compendium
ADGRB1-204	Compendium
ADGRB1-205	Compendium
AJUBA-201	Compendium
ALB-214	Compendium
ALB-201	Compendium
ALB-205	Compendium
ATF7IP-205	Compendium
ATF7IP-204	Compendium
ATF7IP-215	Compendium
ATF7IP-201	Compendium
ATF7IP-208	Compendium
ATF7IP-219	Compendium
ATF7IP-209	Compendium
ATF7IP-218	Compendium
ATF7IP-202	Compendium
ATF7IP-203	Compendium
ATF7IP-224	Compendium
ATF7IP-214	Compendium
ATF7IP-212	Compendium
ATF7IP-220	Compendium
ATF7IP-222	Compendium
ATG7-225	Compendium
ATG7-226	Compendium
ATG7-201	Compendium
ATG7-214	Compendium
ATG7-206	Compendium
ATG7-205	Compendium
ATG7-202	Compendium
ATG7-211	Compendium
BMPR2-202	Compendium
BMPR2-201	Compendium
BRD7-201	Compendium
BRD7-208	Compendium
BRD7-209	Compendium
BRD7-202	Compendium
CASZ1-202	Compendium
CASZ1-201	Compendium
CD58-201	Compendium
CD58-202	Compendium
CD58-204	Compendium
CD58-203	Compendium
CMTR2-207	Compendium
CMTR2-208	Compendium
CMTR2-201	Compendium
CMTR2-206	Compendium
CMTR2-202	Compendium
CMTR2-203	Compendium
CMTR2-204	Compendium
CNOT9-202	Compendium
CNOT9-201	Compendium
CNOT9-208	Compendium
CR1-206	Compendium
CR1-203	Compendium
CR1-204	Compendium
CR1-205	Compendium
CR1-212	Compendium
DAZAP1-211	Compendium
DAZAP1-205	Compendium
DAZAP1-202	Compendium
DAZAP1-201	Compendium
DCSTAMP-201	Compendium
DHX9-201	Compendium
DIS3-201	Compendium
DIS3-204	Compendium
DOT1L-209	Compendium
DOT1L-201	Compendium
DTX1-201	Compendium
DTX1-204	Compendium
DUSP16-202	Compendium
EFTUD2-223	Compendium
EFTUD2-225	Compendium
EFTUD2-201	Compendium
EFTUD2-220	Compendium
EFTUD2-202	Compendium
EGR2-204	Compendium
EGR2-207	Compendium
EGR2-201	Compendium
EHD2-201	Compendium
ENPEP-201	Compendium
EPHA2-201	Compendium
ESRRA-202	Compendium
ESRRA-201	Compendium
ESRRA-205	Compendium
ESRRA-208	Compendium
FAM174B-201	Compendium
FAM186A-204	Compendium
FAM186A-201	Compendium
FAT2-201	Compendium
FBLN1-202	Compendium
FBLN1-203	Compendium
FBN2-204	Compendium
FBN2-201	Compendium
FBN2-202	Compendium
FGD5-201	Compendium
FN1-208	Compendium
FN1-201	Compendium
FN1-203	Compendium
FOXA2-201	Compendium
FOXA2-202	Compendium
FOXD4L1-201	Compendium
GNA13-201	Compendium
GNAI2-202	Compendium
GTF2I-221	Compendium
GTF2I-212	Compendium
GTF2I-215	Compendium
GTF2I-201	Compendium
HERC2-207	Compendium
HERC2-201	Compendium
HGF-209	Compendium
HGF-206	Compendium
HGF-201	Compendium
HGF-205	Compendium
HLA-B-261	Compendium
HLA-B-249	Compendium
HLA-B-257	Compendium
HLA-B-259	Compendium
HLA-B-260	Compendium
HLA-B-258	Compendium
HSPG2-203	Compendium
HTRA2-214	Compendium
HTRA2-201	Compendium
IFNAR1-224	Compendium
IFNAR1-201	Compendium
IFNAR1-206	Compendium
IFNAR1-222	Compendium
IFNAR1-217	Compendium
IFNAR1-226	Compendium
IFNAR1-221	Compendium
IFNAR1-218	Compendium
IFNAR1-220	Compendium
IFNGR1-201	Compendium
IFNGR1-205	Compendium
IFNGR1-212	Compendium
IFNGR1-214	Compendium
IFNGR1-208	Compendium
IFNGR1-211	Compendium
IFNGR1-209	Compendium
IFNGR1-207	Compendium
IFNGR1-202	Compendium
IFNGR1-213	Compendium
IFNGR1-210	Compendium
ING1-203	Compendium
INO80-209	Compendium
IRAK1-203	Compendium
IRF1-244	Compendium
IRF1-206	Compendium
IRF1-210	Compendium
IRF1-234	Compendium
IRF1-213	Compendium
IRF1-202	Compendium
IRF1-201	Compendium
KDM3B-201	Compendium
KEL-201	Compendium
KIFC1-211	Compendium
KLF5-201	Compendium
KLHL36-204	Compendium
KLHL36-206	Compendium
KLHL36-205	Compendium
KLHL36-207	Compendium
KLHL6-201	Compendium
KLHL6-202	Compendium
KMT2B-201	Compendium
KMT2B-225	Compendium
KMT2B-206	Compendium
LDB1-202	Compendium
LDB1-201	Compendium
LDB1-204	Compendium
LOX-206	Compendium
LOX-201	Compendium
LPAR4-204	Compendium
LPAR4-201	Compendium
LPAR4-202	Compendium
LTB-210	Compendium
MAP2-219	Compendium
MAP2-218	Compendium
MAP2-204	Compendium
MAP2-202	Compendium
MAP2-217	Compendium
MAP2-207	Compendium
MAP2K7-203	Compendium
MAP2K7-202	Compendium
MAP2K7-201	Compendium
MARK2-204	Compendium
MARK2-209	Compendium
MARK2-211	Compendium
MARK2-206	Compendium
MARK2-207	Compendium
MCM3AP-201	Compendium
MCM3AP-202	Compendium
BORCS8-MEF2B-202	Compendium
MEF2B-205	Compendium
MGA-214	Compendium
MGA-201	Compendium
MGA-208	Compendium
NEFH-201	Compendium
NFKBIA-218	Compendium
NFKBIA-201	Compendium
NIPBL-201	Compendium
NIPBL-209	Compendium
NIPBL-202	Compendium
NKTR-201	Compendium
NPEPPS-208	Compendium
NPEPPS-228	Compendium
NPEPPS-235	Compendium
NPEPPS-201	Compendium
NPEPPS-239	Compendium
NPEPPS-229	Compendium
NPEPPS-232	Compendium
NPEPPS-215	Compendium
NPEPPS-226	Compendium
NPEPPS-231	Compendium
NPRL2-205	Compendium
NPRL2-203	Compendium
NPRL2-201	Compendium
NRK-203	Compendium
NRK-201	Compendium
NRP1-204	Compendium
NRP1-201	Compendium
NRP1-208	Compendium
NRP1-206	Compendium
NT5C3A-209	Compendium
NXF1-201	Compendium
NXF1-202	Compendium
NXF1-213	Compendium
PAK2-201	Compendium
PARP4-201	Compendium
PCDH17-201	Compendium
PCMTD1-201	Compendium
PCMTD1-207	Compendium
PCMTD1-206	Compendium
PDPR-210	Compendium
PDPR-207	Compendium
PDPR-201	Compendium
PEG3-203	Compendium
PEG3-207	Compendium
PEG3-212	Compendium
PEG3-205	Compendium
PEG3-202	Compendium
PEG3-214	Compendium
PEG3-211	Compendium
PEG3-204	Compendium
PEG3-216	Compendium
PEG3-201	Compendium
PEG3-213	Compendium
PEG3-218	Compendium
PEG3-217	Compendium
PLCB4-206	Compendium
PLCB4-216	Compendium
PLCB4-231	Compendium
PLCB4-217	Compendium
PLCB4-215	Compendium
PLCB4-209	Compendium
PLCB4-242	Compendium
PLCB4-261	Compendium
PLCB4-229	Compendium
PLCB4-223	Compendium
PLCB4-246	Compendium
PLCB4-239	Compendium
PLCB4-203	Compendium
PLCB4-202	Compendium
PLCB4-214	Compendium
PLCB4-244	Compendium
PLCB4-207	Compendium
PLCB4-201	Compendium
PLCB4-241	Compendium
PLCB4-218	Compendium
PLCB4-255	Compendium
PLCB4-226	Compendium
PLCB4-253	Compendium
PLCB4-249	Compendium
PLCB4-232	Compendium
PLCB4-221	Compendium
PLCB4-236	Compendium
PLCB4-233	Compendium
PLCB4-250	Compendium
PLCB4-227	Compendium
PLCB4-248	Compendium
PLCB4-204	Compendium
PLCB4-222	Compendium
POU2F2-204	Compendium
POU2F2-202	Compendium
POU2F2-208	Compendium
PPP3CA-202	Compendium
PPP3CA-203	Compendium
PPT2-244	Compendium
PPT2-246	Compendium
PPT2-248	Compendium
PPT2-247	Compendium
PPT2-249	Compendium
PPT2-245	Compendium
PPT2-EGFL8-202	Compendium
PPT2-EGFL8-203	Compendium
PRKCD-202	Compendium
PRKCD-211	Compendium
PRKCD-208	Compendium
PRKCD-206	Compendium
PRKCD-207	Compendium
PRKCD-210	Compendium
PRKCD-201	Compendium
PRKCD-205	Compendium
PRKD2-206	Compendium
PRKD2-202	Compendium
PRKD2-201	Compendium
PRR14-202	Compendium
PRR14-211	Compendium
PRR14-203	Compendium
PRR14-212	Compendium
PTMA-201	Compendium
PTMA-202	Compendium
PTPN14-201	Compendium
RASA1-201	Compendium
RASA1-206	Compendium
RASA2-201	Compendium
RBFOX1-212	Compendium
RBFOX1-211	Compendium
RBFOX1-234	Compendium
RBFOX1-232	Compendium
RBFOX1-206	Compendium
RBFOX1-240	Compendium
RBFOX1-201	Compendium
RBFOX2-210	Compendium
RBFOX2-203	Compendium
RBFOX2-208	Compendium
RBM38-203	Compendium
RBM38-205	Compendium
RBM39-201	Compendium
RBM39-213	Compendium
RBM39-203	Compendium
RBM39-205	Compendium
RELA-215	Compendium
RELA-208	Compendium
RELA-202	Compendium
RELA-201	Compendium
RELA-219	Compendium
RGL3-201	Compendium
RGL3-202	Compendium
RHPN2-201	Compendium
RHPN2-204	Compendium
RIPK1-201	Compendium
RNF6-202	Compendium
RNF6-201	Compendium
RNF6-203	Compendium
RPS3A-201	Compendium
RPS3A-214	Compendium
RPS3A-210	Compendium
RPS6KA3-211	Compendium
RPS6KA3-214	Compendium
RPS6KA3-201	Compendium
RPS6KA3-203	Compendium
RPS6KA3-210	Compendium
RPS6KA3-215	Compendium
RPS6KA3-216	Compendium
RPS6KA3-212	Compendium
RPS6KA3-206	Compendium
RPS6KA3-208	Compendium
RPS6KA3-209	Compendium
RRAGC-201	Compendium
RRAS2-201	Compendium
RSPH10B2-203	Compendium
RSPH10B2-202	Compendium
RSPH10B2-201	Compendium
RXRA-205	Compendium
RXRA-202	Compendium
SATB1-219	Compendium
SATB1-209	Compendium
SATB1-210	Compendium
SATB1-202	Compendium
SATB1-220	Compendium
SATB1-201	Compendium
SATB1-221	Compendium
SATB1-206	Compendium
SATB1-222	Compendium
SATB1-217	Compendium
SATB1-203	Compendium
SATB1-205	Compendium
SATB1-208	Compendium
SATB1-204	Compendium
SFMBT2-205	Compendium
SFMBT2-204	Compendium
SFMBT2-201	Compendium
SFMBT2-209	Compendium
SFMBT2-208	Compendium
SFMBT2-203	Compendium
SFMBT2-202	Compendium
SIN3A-217	Compendium
SIN3A-203	Compendium
SIN3A-205	Compendium
SIN3A-206	Compendium
SIN3A-201	Compendium
SIN3A-209	Compendium
SIN3A-218	Compendium
SIN3A-211	Compendium
SIN3A-208	Compendium
SIN3A-202	Compendium
SIN3A-214	Compendium
SIN3A-210	Compendium
SIN3A-219	Compendium
SIN3A-204	Compendium
SIN3A-221	Compendium
SMARCA1-201	Compendium
SMARCA1-203	Compendium
SMARCA1-202	Compendium
SOHLH2-202	Compendium
SOHLH2-201	Compendium
SOS1-202	Compendium
SOS1-201	Compendium
SOX17-201	Compendium
SOX9-201	Compendium
SP140-203	Compendium
SP140-202	Compendium
SUSD2-201	Compendium
TCF4-224	Compendium
TCF4-201	Compendium
TCF4-277	Compendium
TCF4-289	Compendium
TCF4-202	Compendium
TCF4-267	Compendium
TCF4-232	Compendium
TCF4-241	Compendium
TCF4-205	Compendium
TCF4-225	Compendium
TCF4-213	Compendium
TCF4-254	Compendium
TCF4-207	Compendium
TCF4-208	Compendium
TCF4-240	Compendium
TCF4-282	Compendium
TCIRG1-209	Compendium
TCIRG1-201	Compendium
TCIRG1-218	Compendium
TFAP4-201	Compendium
TFAP4-203	Compendium
TLL1-201	Compendium
TLL1-204	Compendium
TLL1-202	Compendium
TOP2A-201	Compendium
TRAF3-207	Compendium
TRAF3-208	Compendium
TRAF3-210	Compendium
TRAF3-202	Compendium
TRIM49C-201	Compendium
U2AF2-201	Compendium
U2AF2-207	Compendium
U2AF2-202	Compendium
UBE2A-209	Compendium
UBE2A-201	Compendium
UBE2A-213	Compendium
UBE2A-202	Compendium
UBE2D2-202	Compendium
UBE2D2-201	Compendium
UGT2B17-201	Compendium
ENST00000376358	Compendium
WDR45-228	Compendium
WDR45-241	Compendium
WDR45-232	Compendium
WDR45-205	Compendium
WDR45-202	Compendium
WDR45-238	Compendium
WDR45-206	Compendium
WDR45-201	Compendium
WDR45-215	Compendium
WNK4-201	Compendium
ZBTB20-202	Compendium
ZBTB20-221	Compendium
ZBTB20-211	Compendium
ZBTB20-220	Compendium
ZBTB20-208	Compendium
ZBTB20-222	Compendium
ZBTB20-210	Compendium
ZBTB20-205	Compendium
ZBTB20-214	Compendium
ZBTB20-201	Compendium
ZBTB7B-203	Compendium
ZBTB7B-202	Compendium
ZBTB7B-205	Compendium
ZBTB7B-201	Compendium
ZCRB1-207	Compendium
ZCRB1-201	Compendium
ZCRB1-212	Compendium
ZCRB1-204	Compendium
ZFP36L1-201	Compendium
ZFP36L1-202	Compendium
ZFX-201	Compendium
ZFX-205	Compendium
ZFX-204	Compendium
ZFX-203	Compendium
ZNF148-201	Compendium
ZNF148-202	Compendium
ZNF148-208	Compendium
ZNF148-207	Compendium
ZNF148-205	Compendium
ZNF148-204	Compendium
ZNF148-206	Compendium
ZNF148-211	Compendium
ZNF165-202	Compendium
ZNF165-201	Compendium
ZNF208-201	Compendium
ZNF626-203	Compendium
ZNF680-201	Compendium
ZNF721-201	Compendium
ZNF721-205	Compendium
ZNF780A-203	Compendium
ZNF780A-204	Compendium
ZNF780A-201	Compendium
ZNF780A-206	Compendium
ZNF780A-212	Compendium
ZNF780A-205	Compendium
ZNF814-201	Compendium
ZNF93-201	Compendium
ZXDB-201	Compendium
